,place_name,price_usd_per_m2,surface_total_in_m2,lat,lon,floor,rooms,description,title,avenida,amenities,balcon,gimnasio,SUM,cochera,parrilla,pileta,patio,terraza,lavadero,Belgrano,Nuñez,Palermo,Palermo Hollywood,Recoleta,surface_total_in_m2_2,distancia_obelisco,habitaciones
58099,Barrio Norte,3958.333333333334,120.0,-34.603771,-58.381587,,4.0,"Lindis S/Piso con cochera fija y Seg 24 HS. Alto, Lleno de luz y sol. Balcon aterrazado C/Pal Priv, LC 2 Dor, Bño, Toil y Coc. Reciclados, DEP SERV, Baulera. Un amor. Semipiso. Living/Comedor. 2 dormitorio(s). 1 baño(s).Habitación de servicio. 1 cochera(s). Al frente. Luminoso. Orientación Este. Antigüedad 28 años. ",Semipiso. Living/Comedor. 2 dormitorio(s). 1 baño(s).Habitación de servicio. 1 cochera(s). Al frente. Luminoso. Orientación Este. Antigüedad 28 años. ,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,14400.0,2.635403124859516,
58104,Belgrano,3606.55737704918,61.0,-34.5600127,-58.4529604,,3.0,"PISO ALTO EN TORRE. COCHERA. EXCELENTE LUMINOSIDAD.- SEGURIDAD 24 HS.-Consta de:  Hall de ingreso. Living comedor, con salida a balcón. Desde un pasillo de distribución con placard para ropa blanca, comunica con dos dormitorios, con placares. Baño completo.Pisos de parquet. Cocina con espacio para lavadero.Cochera espacio. (no se deja llaves)El edificio cuenta con seguridad 24 hs. || Gastos - A.B.L.: $5.419 (JUNIO 2017) - Expensas Comunes: $5.518 (JUNIO 2017) || Medidas - Total: 60.61 m2",O HIGGINS 2100,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,3721.0,8352.324095512502,
58147,Recoleta,3250.0,20.0,-34.586171852199996,-58.40242761060001,,1.0,"Monoambiente luminoso en impecable estado con cocina kitchenette y baño completo. Split Frio/Calor.Ubicado a pasos de Avenidas Las Heras, Cnel Diaz, Pueyrredon, subte, facultades y diversos puntos de interes.Ideal para inversores. Se vende con renta temporaria vigente de $ 9.100 mensuales, con contrato semestral y opcion de renovar.Posibilidad de venta con o sin muebles.",Monoambiente Ideal Inversores,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,400.0,2540.216489455711,
58177,Recoleta,1979.166666666667,192.0,-34.593359,-58.399292,,4.0,"Semipiso de 4 ambientes con dependencia y patio, próximo a subtes línea “D” y “H”. Al frente con 148 m2 cubiertos y 44 m2 descubiertos. Hall, estar-comedor, 3 dormitorios (dos con placard y uno con entrepiso), baño con bañera, toilette con ducha, cocina, comedor diario, lavadero, habitación y toilette de servicio. Baulera en sótano. Pisos de parquet. Entrada principal y de servicio. Edificio con seguridad las 24hs. Es APTO PROFESIONAL.",Semipiso de 4 ambientes con dependencia y patio.,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,36864.0,2065.1623019468257,
58180,Barrio Norte,1979.166666666667,192.0,-34.593359,-58.399292,,4.0,"Semipiso de 4 ambientes con dependencia y patio, próximo a subtes línea “D” y “H”. Al frente con 148 m2 cubiertos y 44 m2 descubiertos. Hall, estar-comedor, 3 dormitorios (dos con placard y uno con entrepiso), baño con bañera, toilette con ducha, cocina, comedor diario, lavadero, habitación y toilette de servicio. Baulera en sótano. Pisos de parquet. Entrada principal y de servicio. Edificio con seguridad las 24hs. Es APTO PROFESIONAL.",Semipiso de 4 ambientes con dependencia y patio.,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,36864.0,2065.1623019468257,
58182,Belgrano,2966.666666666666,300.0,-34.5620844,-58.4566864,,5.0,"Detalles de la Propiedad: Espectacular piso alto en TORRE rodeada de jardines. Grupo electrógeno. Excelente categoría y calidad constructiva. Persianas tipo barrios en todos los ambientes. Cómoda doble circulación. Todo luz y sol con vista panorámica y al río desde la suite. Amenities: Piscina en piso 25º, SUM en piso 24º y playón deportivo en P.B. Vigilancia: 24 horas. PARA VISITAR COMUNICARSE AL (15) 65708007",UNICOS 270 mts a NUEVO! Amenities 2 COCHERAS,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,90000.0,8713.730783967952,
58183,Belgrano,2966.666666666666,300.0,-34.5620844,-58.4566864,,5.0,"Detalles de la Propiedad: Espectacular piso alto en TORRE rodeada de jardines. Grupo electrógeno. Excelente categoría y calidad constructiva. Persianas tipo barrios en todos los ambientes. Cómoda doble circulación. Todo luz y sol con vista panorámica y al río desde la suite. Amenities: Piscina en piso 25º, SUM en piso 24º y playón deportivo en P.B. Vigilancia: 24 horas. PARA VISITAR COMUNICARSE AL (15) ",Espectacular!A nuevo! ideal familia numerosa! 2 COCHERAS,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,90000.0,8713.730783967952,
58196,Barrio Norte,3377.777777777778,45.0,-34.586036799999995,-58.40273370000001,,3.0,Tres ambientes contrafrente,Excelente departamento en venta en barrio norte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025.0,2574.598288769891,
58201,Barrio Norte,3377.777777777778,45.0,-34.5895459,-58.39736360000001,,2.0,Muy cómodo dos ambientes con living en L.,Excelente dpartamento en venta en barrio norte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025.0,1945.1549889119344,
58214,Belgrano,3729.7297297297296,37.0,-34.573615999999994,-58.43252560000001,,2.0,"Hermoso departamento a estrenar, reciclado 100% con diseño moderno y mucha luz en ambos ambientes, tiene 34m2 cubiertos y 3m2 de patio.El departamento cuenta con un dormitorio, placard de piso a techo con interiores, escritorio bajo ventana, baño completo y living comedor con aire acondicionado, cocina incorporada, con barra moderna. Preparado para ubicar lavarropas. Cuenta con patio iluminado, con enredadera artificial verde y deck de pvc, libre de mantenimiento.Sus pisos son de porcelanato de 60x60, las carpinterías son de aluminio negro modena y cortinas roller, y muchos detalles mas de terminaciones. listo para mudarse!Impecable ubicación en el barrio de Las Cañitas a tan sólo dos cuadras de Av. Dorrego, con cercanía al hipódromo argentino de Palermo, el rosedal, y demás centros turísticos de la ciudad. Todas las líneas de colectivo pasan por la puerta y posibilidad de cochera, a 20 metros del edificio.Zuker Servicios Inmobiliarios Sucursal La Imprenta Olleros 1786 , CABA tel. 4-778-9699- rotativas ",Luis María Campos 300,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1369.0,5942.5524774559835,
58215,Recoleta,3105.263157894737,76.0,-34.5895459,-58.39736360000001,,3.0,"Apto crédito. Departamento muy luminoso de 3 ambientes, al frente. 7º piso. Superficie total de 76m², cubierta de 69m² y descubierta de 7m². 2 dormitorios con placard, 2 baños (uno completo y un toilette). Balcón descubierto con parrilla, living-comedor, cocina industrial de uso doméstico y campana TST, lavadero. Aire ac. Pisos de roble. No apto profesional.Edificio de 8 pisos, 2 departamentos por piso. Expensas $3.800 (julio 2017). Antigüedad 75 años. Completamente reciclado en 2011. Alquiler de cochera opcional en edificio a 20m, de $2.470. Colectivos: 5, 6, 10, 12, 17, 23, 26, 29, 37, 39, 59, 60, 75, 99, 101, 102, 106, 108, 109, 111, 115, 124, 132, 140, 150, 152, 180.Subte: CALLAO (Línea D).Venta sujeta a la obtención del COTI por parte del propietario.Las reservas se toman exclusivamente en la inmobiliaria con el matriculado - Matricula CPI 6099.",Paraguay 1621 Recoleta 3amb U$236.000 Apto Cred,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,5776.0,1945.1549889119344,
58220,Belgrano,3125.0,56.0,-34.5494439,-58.4558051,,2.0,"Excelente Departamento 2 AMBIENTES en Belgrano, Capital FederalA 50m de Av. Libertador, gimnasios de primera linea, locales de comida rapida, varias lineas de colectivos.Cómodo dormitorio con placard, baño completo. Living comedor integrado. Vista abierta con balcon aterrazado y parrilla. Amenites",Excelente 2 amb a metros de Av. Libertador I APTO CREDITO,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,3136.0,8856.554493807524,
58236,Barrio Norte,3577.2357723577234,123.0,-34.591823,-58.407003,,4.0,"TORRE HOMOfrecemos para la venta dos unidades espejos vecinas para unificar y convertir en una sola unidad de 123 m2 totales y mantener una funcionalidad de 3 o 4 ambientes en Santa Fe y Aguero. Mucha luminosidad, materiales de primera calidad. Vidrios DVH, a estrenar. Única unidad en el edificio con piso Porcellanato de Carrara importado de lujo y 4 Aires acondicionados split frio/calor. Edificio de suma categoría con amenities. Pileta en piso 9 climatizada y piso 13, SUM, Jacuzzi, Laundry, Solarium, Seguridad 24 horas. Terrazas parquizadas, Gimnasio. Medios de transportes muy cercanos. Valet Parking en el mismo edificio. Digno de ver. EL EDIFICIOUn proyecto en Avenida Santa Fe esquina Agüero, pleno Barrio Norte, de 13 pisos y 3 subsuelos de cocheras. La opción ideal para inversores, usuarios particulares, estudiantes, profesionales o pool de renta. Ubicado a sólo pasos de la estación Agüero del Subte D que comunica con los principales centros comerciales, turísticos y gastronómicos. A tres cuadras del Alto Palermo Shopping y cercano a facultades y cines, Hom es la opción para tener la ciudad en tus manos.Importante: Las medidas, superficies y gastos expuestos en éste sitio son aproximados y están sujetas a cambios por parte de Fauro Negocios Inmobiliarios.La venta de este inmueble está sujeta a la tramitación del Código de Transferencia de Inmuebles (COTI), por parte del propietario. ",En Venta - 4 ambientes a Dividir - Barrio Norte,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,15129.0,2917.252987631812,
58299,Nuñez,3125.0,80.0,-34.5517639,-58.4554556,,3.0,"Excelente semipiso 3 ambientes con cochera fija amplia en edificio 10 años de antigüedad con portero visor, piscina, SUM, parrilla y solarium en el ultimo piso. Amplio living comedor en L con balcon corrido al contrafrente con vista totalmente abierta, super luminoso, cocina independiente con desayunador y lavadero independiente, baño completo, dormitorio con placard y suite principal con vestidor. Los pisos son flotantes en el living y moquette en los dormitorios. La cochera es fija en planta baja. El edificio cuenta con SUM con parrilla y piscina en el ultimo piso.  Las medidas, superficies y montos de expensas consignadas en la presente descripción son aproximadas, a solo título orientativo y no son vinculantes. Las medidas y superficies reales surgen del Título respectivo, y el monto de expensas real, del recibo emitido por la Administracion del Consorcio de Copropietarios que rige el inmueble. -  - LUISIO PROPIEDADES",DEPARTAMENTO EN VENTA,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,6400.0,8772.36216090292,
58372,Barrio Norte,2575.757575757576,33.0,-34.5901434,-58.4180681,,1.0,"Monoambiente  en 3er. Piso a la calle de 33 mts2 c/balcón a la calle, cocina separada y baño. Hecho todo a nuevo! Exp. $ 1700.- Calefón y estufa a tiro balanceado. Super luminoso! Muy buen estado!",Bs.As. Barrio Norte,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1089.0,4142.281808085959,
58633,Belgrano,2470.5882352941176,34.0,-34.5636445,-58.4653871,,2.0,"Se trata de un departamento de 2 Ambientes en Piso 5º, con Cocina Independiente, Dormitorio con Placard e interiores.- No posee Balcon.- Expensas $1.500.- **APTO CREDITO** Excelente Zona y Ubicacion.- Proximo a Av.Cabildo con Metro Bus Norte y Zona Comercial.- Se deja constancia que las medidas (tanto totales como parciales), superficies, m2 y proporciones indicadas en el presente son aproximadas y sujetas a verificación, variación y/o ajuste. Las expensas pueden sufrir variaciones.  Aviso publicado por Pixel Inmobiliario (Servicio de Páginas Web para Inmobiliarias).",DOS AMBIENTES CON COCINA INDEPENDIENTE - APTO CRÉDITO ,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1156.0,9625.408638631867,
58700,Palermo,3053.4284210526316,38.0,-34.581787299999995,-58.4224832,,1.0,"Conservando la fachada clásica de la casa ubicada en Thames 2450, este proyecto es una combinación entre dos arquitecturas: clásica y contemporánea. Junto con el arquitecto Daniel Becker, diseñamos un edificio de 8 pisos con unidades de 1,2 y 4 ambientes, donde los 3 primeros niveles se mantiene la imagen de la casa antigua y luego, aparece un volumen vidriado con un diseño totalmente moderno. Todas las unidades tienen excelente iluminación dado que se hizo un trabajo muy fuerte con las medianeras de manera que todos los departamentos tengan vistas abiertas.Las terminaciones serán contemporáneas y el contraste con el sector a conservar estimamos que dará un contraste altamente atractivo. La obra comenzará en Abril de 2017 y finalizará en Abril de 2019.Otro aspecto positivo de este proyecto es sin dudas su ubicación, ya que se encuentra a metros de Plaza Italia y Pacífico, donde se concentra la mayor variedad de transporte público: metrobus, subte, tren. Asimismo, el proyecto se encuentra a pocos pasos del Botánico, La Rural, El rosedal, entre otros puntos de interés cultural. FINANCIACIÓN:-ANTICIPO 40%-30 CUOTAS -POSESIÓN 20%",Clásico y contemporáneo ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1444.0,4734.355369899055,
58701,Palermo,2576.065869565217,46.0,-34.581787299999995,-58.4224832,,1.0,"Conservando la fachada clásica de la casa ubicada en Thames 2450, este proyecto es una combinación entre dos arquitecturas: clásica y contemporánea. Junto con el arquitecto Daniel Becker, diseñamos un edificio de 8 pisos con unidades de 1,2 y 4 ambientes, donde los 3 primeros niveles se mantiene la imagen de la casa antigua y luego, aparece un volumen vidriado con un diseño totalmente moderno. Todas las unidades tienen excelente iluminación dado que se hizo un trabajo muy fuerte con las medianeras de manera que todos los departamentos tengan vistas abiertas.Las terminaciones serán contemporáneas y el contraste con el sector a conservar estimamos que dará un contraste altamente atractivo. La obra comenzará en Abril de 2017 y finalizará en Abril de 2019.Otro aspecto positivo de este proyecto es sin dudas su ubicación, ya que se encuentra a metros de Plaza Italia y Pacífico, donde se concentra la mayor variedad de transporte público: metrobus, subte, tren. Asimismo, el proyecto se encuentra a pocos pasos del Botánico, La Rural, El rosedal, entre otros puntos de interés cultural. FINANCIACIÓN:-ANTICIPO 40%-30 CUOTAS -POSESIÓN 20%",Clásico y contemporáneo ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2116.0,4734.355369899055,
58702,Palermo,3249.973243243243,37.0,-34.581787299999995,-58.4224832,,1.0,"Conservando la fachada clásica de la casa ubicada en Thames 2450, este proyecto es una combinación entre dos arquitecturas: clásica y contemporánea. Junto con el arquitecto Daniel Becker, diseñamos un edificio de 8 pisos con unidades de 1,2 y 4 ambientes, donde los 3 primeros niveles se mantiene la imagen de la casa antigua y luego, aparece un volumen vidriado con un diseño totalmente moderno. Todas las unidades tienen excelente iluminación dado que se hizo un trabajo muy fuerte con las medianeras de manera que todos los departamentos tengan vistas abiertas.Las terminaciones serán contemporáneas y el contraste con el sector a conservar estimamos que dará un contraste altamente atractivo. La obra comenzará en Abril de 2017 y finalizará en Abril de 2019.Otro aspecto positivo de este proyecto es sin dudas su ubicación, ya que se encuentra a metros de Plaza Italia y Pacífico, donde se concentra la mayor variedad de transporte público: metrobus, subte, tren. Asimismo, el proyecto se encuentra a pocos pasos del Botánico, La Rural, El rosedal, entre otros puntos de interés cultural. FINANCIACIÓN:-ANTICIPO 40%-30 CUOTAS -POSESIÓN 20%",Clásico y contemporáneo ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1369.0,4734.355369899055,
58703,Palermo,3378.262105263158,38.0,-34.581787299999995,-58.4224832,,1.0,"Conservando la fachada clásica de la casa ubicada en Thames 2450, este proyecto es una combinación entre dos arquitecturas: clásica y contemporánea. Junto con el arquitecto Daniel Becker, diseñamos un edificio de 8 pisos con unidades de 1,2 y 4 ambientes, donde los 3 primeros niveles se mantiene la imagen de la casa antigua y luego, aparece un volumen vidriado con un diseño totalmente moderno. Todas las unidades tienen excelente iluminación dado que se hizo un trabajo muy fuerte con las medianeras de manera que todos los departamentos tengan vistas abiertas.Las terminaciones serán contemporáneas y el contraste con el sector a conservar estimamos que dará un contraste altamente atractivo. La obra comenzará en Abril de 2017 y finalizará en Abril de 2019.Otro aspecto positivo de este proyecto es sin dudas su ubicación, ya que se encuentra a metros de Plaza Italia y Pacífico, donde se concentra la mayor variedad de transporte público: metrobus, subte, tren. Asimismo, el proyecto se encuentra a pocos pasos del Botánico, La Rural, El rosedal, entre otros puntos de interés cultural. FINANCIACIÓN:-ANTICIPO 40%-30 CUOTAS -POSESIÓN 20%",Clásico y contemporáneo ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1444.0,4734.355369899055,
58705,Palermo,5286.343612334802,227.0,-34.587551399999995,-58.4090448,,5.0,"Leonel: 11 EDIFICIO ART TOWER.LIVING. COMEDOR. 4 DORMITORIO(S) 1 EN SUITE. 3 BAÑO(S). 1 TOILETTE(S). HABITACIÓN DE SERVICIO. 2 COCHERA(S). BAULERA. EN TORRE.AMENITIES: pileta climatizada de grandes y de niños, solarium, SUM, gym, saunas, duchas y salas de relax, sala de masajes - Proyecto M.R. Alvarez!! -Excelente calidad de construcción -Ambientes amplios y muy luminosos -Impecable estado. -MUY LUMINOSO TODO RECICLADO.EXPENSAS $25.000.- (todos los servicio incluidos)",TORRE ART TOWER - Coronel Díaz 2100 - 5 AMB CON DEPENDENCIA 2 COCH - AMENITIES,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,51529.0,3203.296097952581,
58706,Recoleta,3131.313131313131,198.0,-34.597908399999994,-58.3947436,,5.0,"EXCELENTE DEPARTAMENTO ANTIGUO, RECICLADO EN MUY BUEN ESTADO / AL FRENTE - 3 DORMITORIOS CON 3 BAÑOS / LIVING COMEDOR - COCINA COMPLETA CON COMEDOR DIARIO.AMBIENTES MUY CÓMODOS, TECHOS ALTOS.ALQUILER AMOBLADO - LOCACIÓN 2 AÑOS - U$S 2.600 + gastos REQUISITOS:- GARANTÍA PROPIETARIA DE CAPITAL FEDERAL- INGRESOS DEMOSTRABLES- 2 MESES DE DEPOSITO- HONORARIOS INMOBILIARIOSALQUILER AMOBLADO - TEMPORAL U$S3.200 PAQUETE MENSUAL CONTRATOS DESDE 3 MESES EN ADELANTE.CARACTERÍSTICAS:Balcón, Pisos de Parquet, Equipo de Audio / CD Player, TV con Cable/Satelital, DVD, Wi-Fi, Camas Dobles, Camas Simples, Ropa de Cama, Toallas, Bañera, Ducha, Bidet, Heladera, Horno, Gas, Microondas, Licuadora, Utensilios de Cocina / Vajilla, Lavarropas, Plancha, Dependencia de Servicio, Persianas automáticas, Sillones.IDEAL 6 PERSONAS. Gastos incluidos: (Electricidad, Gas, Teléfono, TODO CON TOPE), impuestos del edificio, impuestos de la ciudad, TV por cable, Internet WI FI.Nota: Las medidas, superficies y datos contenidos en esta ficha son estimativos, y al solo efecto orientativo. Los originales surgirán del titulo de propiedad.NOTA: Las medidas, superficies y datos contenidos en esta ficha son estimativos, y al solo efecto orientativo. Los originales surgirán del titulo de propiedad. La venta de este inmueble esta sujeta a la tramitación del código de transferencia de inmuebles (COTI), de conformidad con la normativa vigente (Res. AFIP 2371/08, 2439/08 y ccs.) por parte del propietario.",EXCELENTE DEPTO AMOBLADO - 3 DORM C/DEP. / AL FRENTE DE GRAN CATEGORIA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,39204.0,1506.401239486125,
58707,Palermo,5128.205128205128,78.0,-34.5867319535,-58.4099070126,,3.0,"Astor Palermo es una torre de 26 pisos con vistas a la ciudad, en una ubicación excelente, en el corazón de Palermo, rodeado de parques, plazas, restaurantes y centros comerciales.Con un lobby de doble altura, cuenta una excelente alternativa de amenities con propuestas para chicos, estacionamiento de cortesía y áreas comunes.",Venta - Astor Palermo - 3 amb,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6084.0,3309.247885570311,
58748,Nuñez,2777.777777777778,45.0,-34.5520835,-58.4763757,,2.0,EXCELENTE 2 AMBIENTES//45m2//CONTRAFRENTE//BALCON CORRIDO c/ PARRILLA//IMPECABLE//SUPER LUMINOSO//RECIEN PINTADO//BIENVENDE AMELIA CLAROAv. Cabildo 36884702-,DEPARTAMENTO - VENTA - NUÑEZ,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2025.0,10982.686696430432,
58752,Belgrano,3258.6206896551726,116.0,-34.5643462124,-58.45419731,,3.0,"Departamento contrafrente con gran vista. 2 dormitorios, 1 en suite. Living comedor a balcón aterrazado. Cocina con dependencia. 2 baños. Edificio Classique. Departamentos con piso de porcelanato en baños y cocinas mesasda de granito negro brasil con regrueso. Muebles bajo mesada y alacenas con diseño italiano. Horno y anafe electrico. Amenities: gimnasio, pileta, sauna. CALEFACCION CENTRAL, AGUA CALIENTE CENTRAL Cochera fija en 2do subsuelo por ascensor montacargas. ",Av del Libertador 5000 8º,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,13456.0,8410.761592177087,
58753,Nuñez,3150.0,100.0,-34.540888200000005,-58.4648816,,3.0,"Piso de 3 ambientes, Living-comedor con salida a balcón terraza. Cocina semi integrada. Con 2 dormitorios (Ppal en suite). 2do baño completo. Cochera fija y cubierta. El edificio está ubicado a 1 cuadra de Av. Del Libertador. David Cipolla PropiedadesBelgrano  // La Imprenta  // Barrancas  .  -Matrículas 4052-CUCICBA / 6065-CMCPSI","11 de Septiembre al 4200, entre Correa y Ruiz Huidobro. Departamento de 3 Ambientes.",1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,10000.0,9979.946076852093,
58754,Recoleta,2647.0588235294117,170.0,-34.5894961,-58.38237,,5.0,Excelente unidad de 2 dormitorios màs escritorio o posible tercer dormitorio. Principal en suite con vestidor. Gran living comedor todo ventana (con balcon corrido) al contrafrente con vista totalmente abierta a pulmon de manzana. Playroom de 40 mts con Vista al rio en el 3er nivel con baño cpto- 3er baño completo- Toilete- Cocina amplia con lavadero independiente. baño de servicio- Todo super luminoso y en excelente estado- 2 cocheras espacio movil cubiertas.Consultas vía Whatsapp 15-.,Triplex 3 dormitorios 2 cocheras- seguridad .a mts Av. Libertador,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,28900.0,837.9765157709595,
58772,Recoleta,2893.2038834951454,103.0,-34.589818900000004,-58.39175079999999,,4.0,"Impecable piso de 4 ambientes con dependencias de servicio y baulera. Baños y cocina reciclados hace 10 años.Edificio clásico de 10 pisos.Palier privado, amplio living comedor a balcón corrido, hall de distribución a los dormitorios: uno al frente con buenos placares y dos a un aire y luz, ambos con placares. Pisos de parquet.Dos baños, uno completo con bañadera y otro con ducha con mampara de vidrio.La cocina es amplia con muebles bajo mesada y alacenas hechas a medida. Comedor diario integrado a la cocina. Lavadero separado, dependencias de servicio. Baulera.  Servicios centrales.Encargado con vivienda en el edificio. || Gastos - A.B.L.: $1.158 (ABL anual) - Aguas Argentinas: $931 (AySA) - Expensas Comunes: $7.745 (Expensas)",AYACUCHO 1700,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,10609.0,1395.9938092750103,
58773,Recoleta,4000.0,30.0,-34.5884794,-58.40576970000001,,1.0," Austria y Sanchez de Bustamante - Recoleta. Tiene 30 metros, cocina separada, baño completo, y balcón. Es lateral pero da a Pulmón de Manzana.  Es muy soleado por la manaña a la tarde, puro sol.  Actualmente se alquila temporario.",DEPARTAMENTO VENTA 1 AMBIENTE RECOLETA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,900.0,2839.319713407273,
58774,Nuñez,2256.097560975609,82.0,-34.5425874,-58.4718251,,2.0,"11- 15-Ramallo 2326, Departamento 7 Loft en triplex, vista muy abierta, luz y sol1Planta: ambiente de 31,43 m2, compuesto de Livingcomedor, barra y cocina 2 Planta 21,48m2, compuesto de Dormitorio, baño completo, y gran placard3 Planta Terraza de 27,32m2, con parrilla y espacio cubierto para máquina de lavar y termotanque.Piso de madera flotante, Split frio calor, Termontanque, Cochera cubierta en PB y ascensor hasta las 2 primeras plantas. Expensas: aprox. $ 3.000ABL $ 470El presente anuncio es sólo a título informativo pues la venta de dicho inmueble está supeditada a que el propietario trámite ante la AFIP el COTI. Todas las imágenes, planos, medidas y especificaciones son aproximadas y están sujetas a modificaciónCMCPSI  2182        CUCICBA 6020","Ramallo 2326  Loft en Triplex, Vista muy Abierta, Luz y Sol",1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,6724.0,10669.085761508759,
58776,Recoleta,2692.3076923076924,104.0,-34.5888809,-58.39525379999999,,3.0,"Amplio living Comedor Dormitorio principal (3,4 x 2.95 m)Segundo dormitorio (3,40 x 2,95 m)2 bañosCocina y LavaderoBaño de servicio.2 equipos split instalados",Departamento con vista al rio,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10816.0,1754.4815025707169,
58809,Recoleta,2075.4716981132074,106.0,-34.5957305,-58.3919854,,2.0,Edificio de categoríaLoft hecho a nuevo.Dormitorio integradoCocina integradaVestidor,Excelente Loft de 106m2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11236.0,1251.0788965060972,
58811,Belgrano,2142.8571428571427,280.0,-34.5620844,-58.4566864,,6.0,"Antiguo. De categoría. Piso de 272 mts cubiertos con palier privado. Hall de entrada. Gran recepción de living y comedor con salida a balcón. Playroom. Toilette. 3 dormitorios, todos en suite. Uno es master suite. Dos de los dormitorios con salida a balcón aterrazado. Gran living con salida a balcón. Comedor y comedor diario o playroom. Cocina con lavadero y dependencia. 4baños completos. 2 espacios guardacoches",11 de Septiembre 1400,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,78400.0,8713.730783967952,
58812,Barrio Norte,1774.1935483870968,93.0,-34.5895459,-58.39736360000001,,3.0,"Departamento en venta - Excelente ubicaciónEcuador entre Santa Fe y ArenalesUnidad en Planta baja, al frente3 ambientes, 2 dormitorios al frente con un baño completo2 patios y una dependencia o cuarto de deposito1 baño completo y 1 baño en el patioNecesita reciclado93 m2 totales1 Patio de 18 m22do patio de 1.50 m2Superficie cubierta 73 m2Apto profesionalEdificio antiguo en excelente estadoExpensas 4800 Mayo 2017",3 ambientes para reciclar - Excelente Ubicación,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8649.0,1945.1549889119344,
58813,Barrio Norte,2075.4716981132074,106.0,-34.5895459,-58.39736360000001,,2.0,Edificio de categoríaLoft hecho a nuevo.Dormitorio integradoCocina integradaVestidor,Excelente Loft de 106m2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11236.0,1945.1549889119344,
58820,Palermo,2910.2878378378377,37.0,-34.573099600000006,-58.43891429999999,,1.0,"En la calle Cabildo al 200, se emplazara Cabildo Estudios, estas unidades son ideal inversión, así como también ofrece la posibilidad de ser parte de un proyecto distinto.La forma de pago es con un 40% de anticipo y 24 cuotas ajustables por el indicie de la cámara argentina de la construcción. Cabildo Estudios, se encuentra en construcción.Honorarios inmobiliarios 4% mas iva.",Cabildo Estudios - Una excelente oportunidad de inversión.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1369.0,6633.5975238338815,
58827,Barrio Norte,2543.229705882353,34.0,-34.6013188341,-58.3972062895,,1.0,"EN EL CORAZÓN DE LA ZONA DE ESTUDIANTES , INMEJORABLE UBICACIÓN , EXCELENTE ACCESIBILIDAD , UNIDADES PARA INVERSIÓN , CARPINTERÍA DE DOBLE DE VIDRIO , MUEBLES DE COCINA  EN MELANINA AIRES ACONDICIONADO FRIÓ CALOR , AMPLIO SOLARIUM CON DUCHA ,LAUNDRY , AGUA CALIENTE CENTRAL , GRIFE RIA Y ARTEFACTOS SANITARIOS DE PRIMERA MARCA ,PISO FLOTANTE , CARPINTERÍA DE ALUMINIO , AGUA CALIENTE CENTRAL .-PROMEDIO DE LOS DEPARTAMENTOS: 34 M2.FORMA DE PAGO: 40% DE ANTICIPO, 12 CUOTAS.FINALIZACIÓN: ABRIL 2017",EXCELENTES UNIDADES FLEXIBLE APTO PROFESIONAL O VIVIENDA,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1156.0,1747.3383190789505,
